date,price_usd,price_eur
2025-04-28 19:09:23.238,94370.37788531507,82655.99413765514
2025-04-28 20:06:56.100,94724.26140981507,82925.31268434708
2025-04-28 21:06:37.946,94489.78433827849,82722.49904571098
2025-04-28 22:05:46.289,94524.79413287721,82763.83019727636
2025-04-28 23:09:41.062,94892.31622725037,83100.71233590356
2025-04-29 00:05:43.303,95023.30123616234,83292.6746985581
2025-04-29 01:09:19.570,95092.15593412973,83388.30847391296
2025-04-29 02:01:26.787,95037.6842700234,83421.0380463299
2025-04-29 03:04:53.530,94634.34775291583,83021.67230580778
2025-04-29 04:04:55.231,94711.85582595154,83149.24304300774
2025-04-29 05:04:53.801,94402.8475887107,82969.246703004
2025-04-29 06:05:22.025,94309.34150552544,82825.1986810561
2025-04-29 07:04:52.243,94736.90399716885,83153.23327162702
2025-04-29 08:01:38.575,94945.88818709119,83231.2746107915
2025-04-29 09:07:57.608,95036.50761795617,83439.29762984459
2025-04-29 10:05:39.216,94982.69960125435,83456.16907384373
2025-04-29 11:04:36.095,94844.8964248396,83356.71350048449
2025-04-29 12:03:57.804,95138.9826524075,83639.43868022836
2025-04-29 13:09:38.716,94821.9984027527,83147.13467141218
2025-04-29 14:04:58.101,94844.97712552836,83211.1025413568
2025-04-29 15:09:44.671,95008.0858721801,83401.61307777697
2025-04-29 16:04:22.446,94884.37969661214,83256.10919603294
2025-04-29 17:04:37.831,95126.89727545314,83422.00820019502
2025-04-29 18:01:14.419,95246.67705322705,83591.15068886953
2025-04-29 19:03:27.598,95432.6412390394,83844.25561338283
2025-04-29 20:00:41.912,95352.38806277467,83798.34849643215
2025-04-29 21:04:57.772,94869.96433327574,83322.10766473642
2025-04-29 22:02:36.643,94734.09131013733,83194.5316476495
2025-04-29 23:06:44.527,94172.7308096848,82689.68470567507
2025-04-30 00:04:51.368,94274.73761715383,82771.89978153445
2025-04-30 01:04:49.115,94516.29757229747,83035.21387359535
2025-04-30 02:09:25.292,94518.40205174654,83198.12207481296
2025-04-30 03:09:22.839,94648.3447693538,83215.29796293972
2025-04-30 04:00:40.885,95025.12104407264,83578.96511382992
2025-04-30 05:04:36.956,95035.54414534067,83560.19226087908
2025-04-30 06:06:29.945,94946.4723594617,83438.95990949494
2025-04-30 07:19:28.119,94835.45943330207,83280.32771411083
2025-04-30 08:04:44.227,94613.33654937492,83150.17391972574
2025-04-30 09:09:14.860,94750.99713603835,83307.44545693332
2025-04-30 10:07:30.402,94918.12565036309,83519.78761351359
2025-04-30 11:06:02.959,94977.78012458209,83625.75091075165
2025-04-30 12:06:42.415,95184.3208761479,83691.67078924093
2025-04-30 13:10:00.008,94554.20540577683,83185.66962722407
2025-04-30 14:09:36.746,93438.4113920031,82285.32229301945
2025-04-30 15:02:25.834,93852.9834130323,82575.60892612234
2025-04-30 16:09:31.882,93960.92369309088,82772.52670433608
2025-04-30 17:17:26.505,93852.7884446117,82629.21503288591
2025-04-30 18:09:37.689,94160.41262165838,82964.64540053057
2025-04-30 19:07:16.214,94112.51913791492,82914.91749836667
2025-04-30 20:09:53.976,94243.79947751077,83181.27380724161
2025-04-30 21:11:53.463,94635.11580314163,83537.16113779141
2025-04-30 22:21:51.758,94558.76592370817,83491.89163629513
2025-04-30 23:18:01.486,94239.62198019015,83251.28205729998
2025-05-01 00:14:59.869,94286.27798563991,83246.76912769127
2025-05-01 01:14:58.749,94504.1218590692,83516.12761051524
2025-05-01 02:16:56.011,94747.50335326188,83773.37377737032
2025-05-01 03:17:20.198,94863.80495374925,83903.33579319803
2025-05-01 04:09:59.632,94810.38565218869,83821.00866162915
2025-05-01 05:09:48.776,94868.17338025161,83973.32261291676
2025-05-01 06:07:19.626,95122.89587391756,84144.66733821285
2025-05-01 07:17:51.299,94975.44965385088,84100.09584033738
2025-05-01 08:09:51.358,95012.07609052637,83938.32361009944
2025-05-01 09:04:52.862,95191.59290594971,84093.68104700957
2025-05-01 10:03:06.843,95605.38961340772,84451.10880721144
2025-05-01 11:00:09.466,96109.699924197,84823.92230089825
2025-05-01 12:09:51.732,96193.46052079443,84944.88582787428
2025-05-01 13:13:44.895,96401.97464348341,85162.66122374896
2025-05-01 14:04:50.727,95925.84792324655,84727.94406592635
2025-05-01 15:06:42.291,96749.27550848683,85758.17081362069
2025-05-01 16:06:39.128,97029.26431397643,86044.19318393391
2025-05-01 17:12:29.704,97176.44540379278,86090.7508650189
2025-05-01 18:03:00.814,96792.53145567431,85785.96232625523
2025-05-01 19:03:13.844,96867.06052048807,85829.44644242052
2025-05-01 20:09:55.033,96463.63976230014,85422.41155510726
2025-05-01 21:05:05.352,96468.24929711736,85443.08602144841
2025-05-01 22:09:45.915,96533.24903530022,85494.67200811363
2025-05-01 23:09:47.843,96346.4385297464,85308.21976027041
2025-05-02 00:04:58.777,96465.09077322687,85400.25546626541
2025-05-02 01:08:26.540,97068.51079800248,86027.3559687729
2025-05-02 02:08:48.436,96864.53630852731,85722.30556149373
2025-05-02 03:09:58.700,97058.54156171245,85918.25921980066
2025-05-02 04:09:45.690,97183.42883942672,85941.93007528372
2025-05-02 05:04:52.257,96951.50818834538,85770.47855501625
2025-05-02 06:05:54.675,96715.25683617221,85528.5899389595
2025-05-02 07:08:38.328,96702.21533716211,85374.32442813627
2025-05-02 08:09:22.935,96471.938225181,85185.20381252596
2025-05-02 09:04:54.234,96638.93322232095,85258.63580712721
2025-05-02 10:04:41.014,96682.78962027833,85181.40496705002
2025-05-02 11:04:58.715,96876.45142344802,85472.83369703969
2025-05-02 12:04:59.879,96955.62770097495,85448.35207165703
2025-05-02 13:12:58.239,97103.35603243245,85749.25481827218
2025-05-02 14:09:37.885,96929.04808700876,85233.68607387837
2025-05-02 15:14:44.556,97715.58382024213,86022.74162914431
2025-05-02 16:20:52.184,97576.91324468188,86064.88659698756
2025-05-02 17:14:57.972,97252.90131454506,85971.3702562552
2025-05-02 18:04:47.340,97426.94700917671,86192.1586148135
2025-05-02 19:08:57.712,97171.61991369829,85959.27820671638
2025-05-02 20:09:58.438,96984.40777110745,85801.42666424435
2025-05-02 21:13:14.153,97041.44181128644,85857.41564253568
2025-05-02 22:10:55.379,96738.11613131239,85589.04824717864
2025-05-02 23:02:04.680,96685.63911259717,85542.61920487034
2025-05-03 00:09:42.096,96932.91347341705,85761.39519560576
2025-05-03 01:06:48.961,96730.10192500369,85581.95767814702
2025-05-03 02:04:58.006,96523.60435697486,85399.25895483351
2025-05-03 03:02:38.338,96585.86635562367,85454.34525813804
2025-05-03 04:05:13.178,96399.3103307854,85289.2898151624
2025-05-03 05:09:40.638,96537.85554466437,85411.8676931418
2025-05-03 06:16:15.740,96380.04392946887,85272.24386659758
2025-05-03 07:09:52.564,96226.48114418039,85136.3791923136
2025-05-03 08:14:54.951,96219.45399678136,85130.16192365231
2025-05-03 09:04:51.719,96358.32950974852,85253.03203375002
2025-05-03 10:01:54.700,96278.3950554348,85182.31002529594
2025-05-03 11:08:07.233,95964.52767965854,84904.6158645779
2025-05-03 12:09:59.606,95976.4505745279,84915.16464581357
2025-05-03 13:11:12.443,96173.42460959752,85089.4374233414
2025-05-03 14:06:29.454,96321.3677258507,85220.3300954464
2025-05-03 15:09:40.895,96480.99719442788,85361.56226777007
2025-05-03 16:04:52.266,96425.31179505517,85312.29461067508
2025-05-03 17:02:55.295,96208.48935554299,85120.46095731667
2025-05-03 18:04:47.098,96183.72181610571,85098.54787679954
2025-05-03 19:09:37.000,96178.88564981271,85094.2690786718
2025-05-03 20:09:16.993,96392.32633421359,85283.11072419547
2025-05-03 21:04:45.803,96358.9081323945,85253.54397013603
2025-05-03 22:09:51.477,96279.18995625683,85183.01331379823
2025-05-03 23:07:00.511,96206.39898420339,85118.61150127395
2025-05-04 00:09:48.466,95911.57974109074,84857.77017593003
2025-05-04 01:04:57.525,95895.53297681686,84843.57280123873
2025-05-04 02:00:39.938,95915.88640420574,84861.58049612104
2025-05-04 03:05:33.685,95922.38712221736,84867.33200638181
2025-05-04 04:08:24.956,95806.54957964174,84764.84474058803
2025-05-04 05:04:53.891,95780.01377709549,84741.36718928524
2025-05-04 06:04:53.771,96064.91190994653,84993.4308123252
2025-05-04 07:09:44.106,95913.60802998614,84859.56470453023
2025-05-04 08:07:55.133,95922.80323598157,84867.70016303471
2025-05-04 09:09:18.829,95625.17286104144,84604.37168880641
2025-05-04 10:05:52.407,95523.33996950623,84514.27503802066
2025-05-04 11:04:49.618,95446.2718625732,84446.08903041163
2025-05-04 12:09:50.509,95458.83076597172,84457.20052019348
2025-05-04 13:07:11.495,95563.77480239843,84550.04975642201
2025-05-04 14:09:44.430,95378.85274818254,84386.4399689545
2025-05-04 15:02:32.122,95608.48318552892,84589.60549839672
2025-05-04 16:10:43.128,95525.92857480767,84516.56530656108
2025-05-04 17:14:56.238,95450.75277975168,84450.0535218853
2025-05-04 18:03:43.377,95430.42950592804,84432.07250536984
2025-05-04 19:08:10.747,95398.8923422279,84404.16999978614
2025-05-04 20:05:18.662,95578.93519558122,84563.4629142905
2025-05-04 21:09:59.302,95732.77578576689,84689.52143499976
2025-05-04 22:06:40.159,95492.48013580107,84440.37146984373
2025-05-04 23:09:08.045,94990.11188430124,84025.30827938447
2025-05-05 00:09:17.003,94303.45616731183,83289.47261116297
2025-05-05 01:08:03.382,94665.39195249154,83590.96107492932
2025-05-05 02:07:07.142,93904.08029713292,82819.17313845786
2025-05-05 03:04:42.661,94283.45228200975,83121.51721669947
2025-05-05 04:02:58.626,94081.95126956061,83023.27647148265
2025-05-05 05:09:13.551,94388.68665108354,83256.10739270815
2025-05-05 06:07:54.548,94662.83806875185,83538.06133891214
2025-05-05 07:08:27.610,94728.12709624284,83661.41892009717
2025-05-05 08:04:59.631,94736.51570501548,83734.38519012922
2025-05-05 09:04:43.070,94552.9528661461,83485.15152135222
2025-05-05 10:04:57.927,94588.80144204857,83410.95900923735
2025-05-05 11:04:58.578,94133.1803452243,82978.9632733973
2025-05-05 12:04:59.450,94088.5057159754,82959.05864034982
2025-05-05 13:12:53.495,94280.48803833337,82985.4027298769
2025-05-05 14:09:26.809,94365.43018781069,83165.10291338926
2025-05-05 15:09:50.134,93831.61281503776,82775.90303510593
2025-05-05 16:01:40.480,93724.80501461533,82831.1709277666
2025-05-05 17:09:53.544,94207.40183338308,83314.10575198715
2025-05-05 18:05:51.846,94488.70233451825,83623.82440788133
2025-05-05 19:04:51.322,94732.07505209661,83733.01801402285
2025-05-05 20:04:54.482,94381.49765604567,83410.78113150226
2025-05-05 21:04:41.432,94236.88089735083,83287.49770588764
2025-05-05 22:04:55.318,94712.89911153041,83687.08638725983
2025-05-05 23:04:48.592,95036.71686518363,84001.71855981657
